feature_1,feature_2,feature_3,feature_4,feature_5,target
3.215690405278094,-1.8467596303708016,-0.3347993047805173,3.1203164286090352,0.1888924288160876,1
1.5185058808228185,-0.9766230057114575,0.0606142239691218,1.704137222506839,-0.0941483254499209,0
1.8668723519097836,-0.733695294828574,-0.902367444289902,1.0647996687549723,1.9629040717533237,0
-0.5063159093530131,0.0469605302036674,0.5627588084329487,0.0466273078342818,-0.9778253619995596,1
-0.7559658593960412,-0.158968280758202,1.3194665807435917,0.5750430354974931,0.7111389230303317,1
1.0510191941604343,-1.301897938407759,1.351372460318315,2.560502414585423,-1.9335295981516487,0
-0.0592624689982294,-0.6418435318197527,1.420060061716633,1.4336776236038573,1.2958448420988165,1
-1.8536377206729724,0.5149190152390893,1.3427545883826415,-0.5860427483120356,-0.6704693079312364,1
0.9932679019043628,-1.122625132415057,1.051740520004663,2.1821107606586096,1.5288778062721895,1
1.8465903905697605,-0.7553031249903475,-0.8306871783790704,1.1184909471816902,-0.4632167273041657,0
1.8160369178563287,-0.832298353046727,-0.6297307778977308,1.2974306946721157,2.039049225933212,0
1.877650424857924,-0.7344342749585256,-0.9148923568038692,1.0632319650813764,0.1257833730372686,0
1.8095797885394973,-0.7303241344902073,-0.8346240580763742,1.074361964689288,0.30214981540359,0
2.279945482733027,-0.4628575291986923,-2.008209785135461,0.3446844457006198,-0.906684181580339,0
-2.0810962069478007,0.449639024974361,1.776263631979731,-0.3745238565213382,0.3800548241889728,1
0.8005554616355702,-0.7450910776375729,0.5135518282792577,1.4063434225568343,0.3866796421329992,1
1.7690137399493806,-0.7570345518499799,-0.7257885890213767,1.1453297976240844,2.2714710277880075,0
1.92700385690884,-0.6877306519345948,-1.0770242000733146,0.9455458959633832,-0.8830641058159345,0
1.752798966513488,-0.7657682344566082,-0.686349884971331,1.1694101408035469,0.3310935820855623,0
1.862423959960232,-0.7294246543176414,-0.9054939420539736,1.056697339449779,-0.6851536426996729,0
2.069930406869104,-1.45146295975318,0.3340604309896415,2.5881512768218258,-0.5503352522456452,1
2.0627875833679736,-0.5798190379125279,-1.4800339924431078,0.6671713349218191,-1.1010432421822784,0
-1.6612976193361026,0.4251699394039963,1.2794028987527395,-0.4451020885075907,-0.2605838564070543,1
0.4041746845061738,-0.8340144089311307,1.2170497077848572,1.720149609006431,0.4585327430917311,1
1.9402117412256183,-0.6804604042792196,-1.1094759951462594,0.925586529743277,-1.2110884655049097,0
1.757524645071954,-0.8310715404085616,-0.5559092286205575,1.3120859603106685,-0.4275220740362078,0
-1.5810891582323696,0.3227675371763246,1.3889093127777852,-0.2429724193107687,-0.4678548728857693,1
1.7656672219468263,-0.8032924745588026,-0.6246512921985226,1.2483811869175492,-0.6048964061132128,0
1.9578108359352744,-1.2038248054963616,-0.0376091769528661,2.075058178995187,-0.8752885658264106,1
2.132783853922583,-0.5351053713846663,-1.6649522739796474,0.5477504705283898,2.664895486173769,0
1.8811440348776096,-0.7675651016330669,-0.8501458548412315,1.135291544712113,-0.6465147368694545,0
0.7065263869155333,-0.895243403050879,0.950415466612374,1.7655236592565844,-0.4477177086212778,1
-0.6986136279026913,-0.1857846811432711,1.3006911344641796,0.6171900364519423,1.563383912700997,1
0.4873904406792916,-0.6397464714247938,0.7020160511830007,1.2668460989916843,1.253015554153326,1
1.7957471712586492,-0.7820016523993811,-0.7084597033827436,1.192482026184449,0.7899641204159967,0
-0.2061460624146494,-0.4646014504152391,1.241038759469885,1.0862139915858289,-1.4258538990643537,1
1.0117086380030151,-1.0422841756088512,0.8595983000524072,1.9993834992405344,-1.4046856181848888,1
2.108704302035209,-0.5866487945401095,-1.525691030768193,0.6686151870725078,0.8422820033876633,0
1.8546364060568556,-0.7662735482588917,-0.8182419027421687,1.1403074414047674,-0.3424478988994969,0
-0.5171662577264449,-0.1298778037579028,0.9468576589186956,0.4400035336044158,0.898943138620652,1
1.93393542286809,-0.7159356974699317,-1.0270703573409643,1.0057176507121093,-0.4106051785455348,0
0.6734295985491225,-0.7508168917354049,0.6914930559402652,1.4566974691940762,-0.7047035039520051,1
2.080180053906824,-1.5473381575097171,0.5212438333728641,2.796638467996843,0.8808000153374702,1
-0.7475200169459331,0.0315327238183989,0.9099254489218408,0.1522364679051068,0.2696486656423348,1
-0.5614612044335189,-0.26810554789206,1.2938478281717596,0.7581173964278143,0.6840997894272147,1
1.883924287340197,-0.7382806040013243,-0.9150366471362836,1.0698564800534176,0.3395018552402288,0
1.884887888047189,-0.7212039799093865,-0.9520177592551669,1.0318945697424071,1.8686244202361455,0
-2.339641744230777,0.7858715343462727,1.410420261800796,-1.0396337711016317,0.1338016065262075,1
1.8515532051632573,-0.7688569686754158,-0.808812435595175,1.1469220747493447,-0.1224918681088318,0
2.0727327909905524,-0.5894858032047194,-1.472795281373851,0.6855480463485475,-0.6921875122658333,0
-0.1530972421980442,-0.4957173353466919,1.2368756575136717,1.1391238264222037,0.338400662172482,1
1.2227056557791558,-1.1244256570289868,0.7559753803445521,2.11800365175225,0.0147674776087869,1
0.3226138803190538,-0.8847288817658896,1.429618800493679,1.8562414628199917,0.2582156859113247,1
-0.5182572968671031,-0.4480055814801565,1.6137835424237932,1.1422094482778444,-0.6117496411839325,1
2.319873770096823,-0.3816646789967521,-2.2301861739276774,0.1537017974425822,-0.2584286120910165,0
1.7895619639562963,-0.7800707829790762,-0.7044241422915791,1.1900572648002818,-0.1040607313644385,0
1.7242198911928506,-0.8090057085042557,-0.5585899764929715,1.273284638409856,2.354172286574148,0
1.3186849528106095,-1.1175014722966945,0.6161891839356034,2.074247571967561,0.859002624100746,1
1.2506846384799295,-1.0050941531196302,0.4698153944477585,1.84642170835429,1.5072682295016655,1
2.5248564939473934,-0.2636415670608151,-2.7446880377022205,-0.1675146349944123,-0.586427598445643,0
1.8293496750470823,-0.7560144495149193,-0.8066913274959802,1.1251760620604403,0.0594790835499694,0
1.8042189585048063,-0.7627167732233985,-0.7598622952266852,1.1474202085788077,-0.7706226525796559,0
1.959364369637494,-0.6882657631375978,-1.118151535866598,0.9371243797838352,-0.2795803963977025,0
0.4670099797003202,-0.7776699626563018,1.0171493073873277,1.5771927001432229,0.1269289243163251,1
2.032918866242539,-0.6166593958867245,-1.363972781315228,0.7573146055587323,-0.0419061089582065,0
2.284419630606076,-0.4386721321355061,-2.064644994001478,0.2899968576362249,0.0647709108830124,0
-2.2107826598729714,0.6108760006517358,1.6082729936864812,-0.6917783785231228,1.05217983119426,1
-2.410909190675537,0.7290948230155634,1.62223313124356,-0.8932211421183138,-1.0849486974994642,1
